id,predicted_prob
44791,0.89335054
41573,0.8877817
44735,0.8864836
41641,0.88557994
44910,0.8842304
43571,0.8823201
44756,0.88109875
43197,0.8788019
41580,0.87757486
44664,0.87640274
44863,0.87629753
45012,0.87442213
43165,0.8731273
41683,0.8729171
42577,0.8722199
44643,0.8697494
44786,0.86860687
44903,0.8670726
45101,0.8660137
44674,0.86510444
42449,0.86472785
41742,0.8627583
43122,0.8626729
43317,0.86260885
41917,0.8624862
42034,0.8624423
43890,0.8595403
41659,0.85934395
45031,0.8591066
42986,0.85852814
43336,0.85836
31281,0.85836
43146,0.85760796
42993,0.85743946
44028,0.8571732
42988,0.8571175
43164,0.8570898
43479,0.85656285
34011,0.85622215
43294,0.8560111
42498,0.855989
34057,0.85496265
43005,0.8545833
43579,0.8541399
44027,0.85412705
42907,0.85291237
43135,0.85044307
29183,0.8502508
44630,0.8496777
44777,0.8496777
43525,0.8494638
41375,0.8494497
44800,0.849373
43123,0.8492003
40197,0.84913766
41578,0.8470626
42585,0.8469106
43892,0.8463493
40058,0.8458854
43547,0.8458528
43938,0.8455815
41507,0.8455101
43965,0.84547454
44016,0.8453797
43001,0.8446793
43860,0.84388995
43033,0.8427615
33897,0.8414147
43475,0.8401304
34147,0.83975446
45035,0.83935755
40119,0.8389454
44678,0.8377077
43058,0.83744276
42894,0.8371775
40226,0.8371063
43477,0.8338252
43423,0.8338252
44411,0.83073014
44534,0.8292366
42516,0.8276048
44673,0.82749426
42530,0.82731575
44961,0.8267333
44234,0.82538223
45102,0.82525986
44642,0.82516676
44401,0.8250494
41241,0.82487553
41591,0.82436866
42860,0.8230093
44850,0.8220892
44725,0.8212506
41610,0.8210352
42859,0.8209772
40607,0.81785595
44521,0.8178184
44420,0.81760734
42709,0.81521404
40212,0.8151947
41463,0.8148486
44710,0.8128847
44150,0.8118161
44200,0.8103929
44254,0.80941147
40651,0.8085215
40628,0.8085215
40631,0.8071207
43482,0.80682385
41674,0.80593836
40940,0.80507904
44295,0.80497646
44151,0.8037358
42966,0.80307865
44460,0.8018949
42711,0.8013068
42717,0.8001392
41247,0.79919887
44072,0.79907423
43896,0.79866296
44762,0.7985445
45098,0.7983887
40866,0.79776734
41963,0.79740167
44806,0.79680043
44391,0.79608107
42730,0.7942526
44540,0.79126626
44159,0.79123676
41186,0.7899462
41016,0.7894225
43039,0.78840864
44376,0.78762025
41907,0.7875156
45126,0.7862642
42851,0.78605664
43340,0.7846239
42915,0.7845531
42805,0.7832109
31791,0.78239644
41245,0.7821205
41532,0.7812137
44946,0.7806428
32422,0.7795662
42604,0.77949977
40856,0.7791522
43573,0.77909124
40922,0.7788634
40914,0.7784539
43013,0.7777616
42534,0.77441347
43538,0.7743563
42599,0.7705054
40079,0.7692102
43467,0.7674464
44256,0.76697516
44795,0.766661
42748,0.7666493
44312,0.7660272
34107,0.7652879
33742,0.76455414
42998,0.76431006
43731,0.7636043
40775,0.76146674
42753,0.7613402
42576,0.760507
41438,0.759214
43705,0.7565565
40417,0.7564947
43303,0.75580233
43497,0.7556227
43615,0.7552955
43677,0.7548706
43852,0.7548022
43929,0.7546099
42289,0.7542454
44382,0.75392395
42111,0.75387746
45193,0.75374514
44575,0.7512245
44252,0.7511828
34307,0.74919564
43015,0.748924
44531,0.7456633
43843,0.74389756
43719,0.74285936
40964,0.73952585
45190,0.7365545
43684,0.7358073
42383,0.7357268
44087,0.7339316
42220,0.73214966
33182,0.73214597
43000,0.7313903
32800,0.73138726
44844,0.7312305
42227,0.73006904
45188,0.72956383
44991,0.7294883
42143,0.72909427
43536,0.7285274
43211,0.7278154
25478,0.7271267
27894,0.72629833
44522,0.7244177
39480,0.723522
42322,0.72091573
41885,0.72003615
43980,0.7193782
32977,0.7186743
43160,0.7164461
30180,0.7147752
42742,0.71476007
39529,0.7136046
43310,0.71273005
41836,0.71264666
42386,0.7124462
45177,0.7118294
44189,0.7094061
42810,0.70559114
39647,0.7036526
41264,0.70287794
43930,0.70268726
43076,0.7022227
43658,0.70125294
41756,0.69881773
43642,0.69879866
44114,0.69820875
32168,0.69789135
39794,0.6975843
45178,0.69236004
43390,0.692028
44128,0.69141454
42938,0.6909996
33295,0.68915284
45162,0.68849003
24050,0.6875874
42707,0.6872746
41064,0.6846115
39724,0.68348336
43045,0.6823733
32540,0.6795626
42565,0.67899466
41315,0.67563826
41032,0.67342746
44560,0.6725056
42978,0.66906464
40918,0.66299677
40885,0.6628036
41965,0.66036266
34015,0.65962994
33434,0.6594943
42277,0.65930057
44469,0.65632397
34165,0.6559664
31272,0.6551762
41671,0.65512574
33912,0.6547916
34142,0.6547916
33889,0.6545363
43448,0.6545363
41084,0.65361094
25537,0.6531865
43314,0.6531462
31776,0.6515989
31546,0.6515989
34028,0.6515989
30915,0.6514324
33460,0.65124243
34017,0.65124243
34105,0.65124243
33765,0.65124243
33734,0.65124243
43597,0.6509859
31979,0.6509859
34074,0.6509859
33650,0.65031254
31747,0.64854306
34113,0.6482921
34149,0.6482921
42257,0.6479378
43437,0.64624035
32277,0.64615154
41882,0.64491826
42169,0.6448964
33763,0.64425707
43411,0.6442301
44398,0.6438208
24165,0.6438062
41697,0.6433588
45116,0.6432201
41993,0.6432201
41881,0.64172167
41715,0.64172167
40795,0.6415879
32307,0.6410301
31920,0.64076793
43216,0.6401221
31259,0.6401221
33817,0.6391256
31692,0.6383951
43499,0.6378904
31804,0.63698584
41780,0.63668066
43315,0.6366649
45049,0.6357737
45085,0.6357737
32887,0.635645
31886,0.635645
41897,0.63508564
41871,0.63508564
43960,0.6349381
31425,0.63408357
41003,0.63353705
31395,0.63340956
31662,0.6329772
32193,0.6326094
44345,0.6324616
32158,0.6321945
43243,0.6307233
32014,0.63033235
31215,0.62957305
43218,0.62957305
31237,0.628303
31859,0.6279749
43945,0.6277943
43478,0.6277448
43470,0.6273542
31542,0.6270564
41934,0.6258317
40375,0.62566817
42363,0.6251281
26956,0.62409055
32059,0.62407726
34069,0.62407726
45089,0.62281233
45080,0.6224352
41930,0.6224352
43418,0.62232596
41854,0.6218068
43395,0.61984724
45118,0.6196673
31218,0.6195622
31366,0.6194628
41964,0.61873794
33800,0.6185533
31315,0.6185431
44506,0.6181734
41657,0.6181692
32349,0.6177757
41522,0.6172377
34059,0.61612046
41534,0.6155946
31318,0.61547947
43510,0.61529833
43227,0.61399585
31351,0.6138755
44644,0.6131338
41649,0.61240953
44932,0.6123125
41721,0.6123125
31376,0.6117402
41788,0.6099428
32055,0.60980207
33455,0.60980207
41455,0.6090369
33824,0.6078292
41387,0.60755736
44631,0.60755736
44967,0.6068256
31368,0.6057379
42091,0.6046885
33211,0.60461485
31205,0.60441846
42958,0.60408753
41608,0.6037734
31251,0.60376847
31433,0.60376847
43035,0.6036555
43363,0.60250616
41896,0.6024922
43322,0.6023554
31394,0.60227585
41699,0.6022031
31250,0.6021317
41510,0.60163724
44877,0.60163724
31353,0.6015959
44747,0.6013666
45067,0.6003227
43682,0.60013723
31155,0.59964997
31207,0.5995112
33070,0.5994102
27454,0.5991284
43914,0.5986019
39780,0.5986019
41606,0.598526
41381,0.598526
41568,0.598526
41469,0.59842604
44825,0.59842604
42003,0.5983011
41464,0.5978772
44628,0.5978772
41460,0.5978772
41518,0.5978772
41468,0.5978772
41494,0.5978772
43131,0.59773713
24045,0.597372
39922,0.5971818
40279,0.5971818
43838,0.5971818
43328,0.5971643
44432,0.596758
43275,0.5965842
34042,0.59644425
44733,0.59641
43293,0.5963555
31279,0.5963555
43687,0.5956382
31100,0.5953731
27974,0.5945319
33807,0.5939253
40275,0.5937249
43584,0.5936909
39903,0.5931134
43707,0.5927768
44899,0.59277046
31444,0.59203875
31113,0.59175193
31156,0.5917453
44854,0.5904666
33715,0.5901971
31197,0.5899486
31322,0.5899063
31326,0.58961916
39815,0.58884716
43382,0.58833647
34623,0.5882462
24086,0.58787656
44690,0.58779305
41383,0.5877233
31371,0.5874867
31254,0.5869005
31427,0.58642066
39914,0.5862822
44770,0.58594936
43495,0.5856541
31310,0.58533764
31225,0.58492374
44872,0.5844983
42297,0.58448774
45123,0.5843204
40168,0.58400947
44626,0.58386964
31495,0.5838017
42044,0.5833426
39956,0.5822767
44981,0.58164287
41635,0.5813221
39910,0.58117753
45110,0.5810722
39883,0.58075184
31039,0.5806495
31060,0.57952344
44722,0.57874924
29441,0.5786478
44819,0.5779479
44824,0.5762952
41696,0.5759931
43217,0.575831
43940,0.57561976
40191,0.5755593
41593,0.5754357
41944,0.5751925
42972,0.57496727
41433,0.57470113
43169,0.5734908
24113,0.57281464
39865,0.57187843
39504,0.571435
44864,0.5713655
42398,0.5713151
41990,0.5706026
30225,0.5705725
43586,0.57043713
41698,0.5697785
41681,0.5697785
44956,0.56876653
24506,0.5684137
44810,0.56791615
39846,0.5678907
31448,0.5677189
44015,0.56630737
42438,0.56620324
42488,0.56620324
41878,0.56593466
40340,0.56547636
39963,0.5643078
31280,0.5640873
41418,0.56385726
41392,0.5638323
39803,0.563319
39880,0.56329995
31019,0.5632751
44019,0.56323993
41637,0.5631673
43949,0.5630161
41667,0.5627472
44941,0.5627472
41933,0.56251776
41894,0.5621823
41731,0.5621823
42012,0.5621823
31305,0.56137776
42584,0.5608258
43154,0.5606635
42410,0.5602436
42484,0.55985683
26127,0.55984366
31141,0.5596564
44847,0.55908453
44880,0.55908453
43333,0.55836207
44768,0.55812883
44714,0.5580156
41386,0.5580156
41700,0.55785054
39872,0.5577292
39962,0.5568761
40130,0.5568761
40298,0.5566633
40155,0.5566633
40255,0.5566633
39818,0.55638456
43916,0.55638456
40011,0.5559017
31023,0.55568
39817,0.5554216
40044,0.5554216
39983,0.5554216
24070,0.55528086
40050,0.5552086
39996,0.5552086
40209,0.5552086
41832,0.55519426
41575,0.555184
40228,0.5550534
40350,0.5549297
41540,0.5545805
42481,0.5545398
42417,0.5543648
43891,0.55435914
40071,0.55435914
40105,0.55435914
39852,0.55435914
45088,0.55404556
44712,0.55343676
43102,0.5532055
40189,0.552903
40202,0.552903
44883,0.55256987
40096,0.55251503
39866,0.55251503
44821,0.55246675
41543,0.55246675
41725,0.5521198
43996,0.55188376
31116,0.551588
39938,0.5513371
40195,0.55105776
40244,0.55105776
44969,0.55075496
40259,0.55027735
41803,0.549727
39931,0.54958236
44032,0.5491226
42423,0.5490709
43565,0.54861325
39968,0.5485121
40161,0.5473284
44655,0.5471635
44826,0.54679173
41919,0.54648876
40068,0.546398
24106,0.546255
40238,0.5461979
40304,0.54615766
43858,0.5460547
43110,0.5459042
41811,0.54552794
39848,0.54518485
42390,0.5451361
31889,0.5445888
43402,0.5445888
34123,0.5445888
41928,0.54453254
41793,0.54441804
41840,0.54423314
40186,0.5437843
31159,0.5423019
40131,0.5420088
42414,0.54174495
44954,0.5417034
43114,0.54160243
42053,0.54105246
43009,0.5410486
40243,0.53992784
39960,0.5399223
45058,0.53922564
42071,0.5390926
40269,0.53877056
41971,0.5387579
41849,0.53848314
43640,0.5383417
42572,0.53815603
34309,0.5372236
44871,0.5367262
31875,0.53672093
42039,0.5365334
43946,0.5365113
42832,0.5358274
28965,0.5358274
33872,0.5358119
43519,0.5358119
34094,0.5358119
43011,0.5353699
39942,0.53504574
40038,0.53504574
40123,0.5345165
44815,0.5343413
33821,0.5333721
34154,0.5333721
33830,0.5333721
34006,0.5333721
33749,0.533001
32133,0.533001
40221,0.53232646
42833,0.5319261
40305,0.5317654
34155,0.530834
34034,0.530834
32433,0.530834
33870,0.530834
44022,0.5305683
34001,0.53052807
31755,0.53014404
32010,0.53014404
42984,0.5300289
44707,0.5297506
40361,0.5295648
36134,0.52948993
33826,0.527604
32636,0.5274896
42919,0.5269096
42487,0.5251495
43784,0.52370447
43494,0.5236443
41596,0.52337074
40032,0.5227502
42451,0.5226068
33724,0.5222738
43419,0.52201533
41974,0.52072126
43629,0.52063155
38320,0.5196157
39556,0.5195855
34025,0.5190744
33758,0.5188318
41664,0.5188296
40348,0.51880777
34016,0.5186656
33967,0.5186656
43079,0.51862216
29385,0.51846856
44874,0.51811105
42557,0.51741326
45033,0.51739585
41956,0.51670617
43994,0.51616955
41632,0.51596886
31536,0.5154486
34085,0.5154486
33733,0.51542825
31051,0.51461536
31513,0.5138443
33703,0.5138443
31188,0.51371557
43691,0.5133863
24042,0.51279306
42457,0.5120231
40341,0.5119621
39420,0.5117961
40299,0.5110411
42402,0.51079947
42073,0.51026523
31571,0.51024795
34013,0.51024795
33987,0.51024795
32548,0.51024795
44639,0.5100505
32074,0.50994843
33513,0.50909746
34080,0.5088507
43622,0.5086916
39533,0.50744575
39398,0.5069267
31195,0.50661117
32099,0.5064156
31525,0.5061497
34019,0.5061497
43238,0.5060042
33488,0.5056102
32902,0.5047615
31554,0.5047204
29208,0.5036313
28961,0.5036313
37053,0.5035312
41491,0.5032081
41876,0.5003308
39465,0.49988368
33717,0.49958545
38114,0.49873114
39695,0.49873114
39524,0.49873114
24073,0.49848765
39435,0.49839798
42036,0.498151
43744,0.49811563
44724,0.49732715
31856,0.49713033
41975,0.49672985
31900,0.4965201
43795,0.49625018
37133,0.49527046
28919,0.49479735
30345,0.49479735
39648,0.49466124
43774,0.494181
43537,0.49364236
37759,0.49345925
42048,0.49335077
39419,0.4930035
31592,0.49234155
43811,0.4920512
39605,0.4920512
43490,0.49130496
37965,0.4910979
30267,0.49096468
29726,0.49096468
28989,0.49096468
39696,0.49090475
39664,0.4905659
39742,0.48991907
29166,0.4897343
43637,0.48955202
39557,0.48939785
37661,0.488419
39691,0.488419
29464,0.48815012
39492,0.48748514
39451,0.48738912
31210,0.48737597
39422,0.48665205
39585,0.48601058
39697,0.4857183
30205,0.48552692
32049,0.48515424
39382,0.48430198
39627,0.48430198
29528,0.48354876
43773,0.4831958
29509,0.48317644
31013,0.48289737
29324,0.4828823
37034,0.48226655
30669,0.48100346
30192,0.48100346
29913,0.48100346
30384,0.48100346
28930,0.48100346
29022,0.48100346
31192,0.4806283
38194,0.4804335
30738,0.48031184
30385,0.48031184
29298,0.48031184
29640,0.47993976
37901,0.4789669
43311,0.47878602
31273,0.4786329
33842,0.4783747
37298,0.47835666
34279,0.47806585
42947,0.47776785
30654,0.47776785
29587,0.47776785
29223,0.47776785
30001,0.47765326
43425,0.4762147
32905,0.47533652
30693,0.47441962
29757,0.47441962
30486,0.47380707
29057,0.47325742
42940,0.47325742
32202,0.4732091
43145,0.47285435
31902,0.47224188
43120,0.47208363
42640,0.4718
30478,0.47151038
28941,0.470432
29019,0.470432
42893,0.470432
34267,0.46843132
35980,0.46843132
34914,0.46835944
34260,0.46807855
30998,0.46803656
42883,0.46803656
30353,0.46803656
29551,0.46803656
43834,0.46795714
35476,0.46720544
40503,0.46695346
30474,0.4656293
44238,0.465627
29084,0.46546724
30621,0.46546724
35590,0.46413037
28990,0.46386465
30832,0.46300128
39491,0.46278578
30268,0.46193814
34328,0.4611265
30349,0.46106026
29497,0.46106026
28942,0.46106026
29095,0.46072435
29434,0.46072435
29018,0.46072435
34313,0.46041533
34334,0.46028572
34180,0.46000516
43152,0.45998973
29647,0.45924923
30050,0.45924923
30986,0.45924923
29340,0.45924923
30695,0.45924923
30566,0.45924923
30489,0.45924923
32654,0.45908397
30475,0.45871744
34369,0.45853058
29226,0.45818496
30995,0.45714435
30733,0.45663834
30929,0.45638165
30891,0.45638165
33729,0.4562522
29562,0.4554437
30928,0.4554437
30342,0.45508865
34219,0.45477703
37252,0.45473802
30918,0.45461354
34753,0.45370528
37735,0.45353967
36616,0.45342544
34424,0.4533477
29838,0.45332158
30278,0.4522926
29064,0.4522926
29126,0.4519577
30375,0.4519577
30290,0.4519577
30292,0.4519577
29997,0.4519577
42671,0.4519093
30816,0.4514832
39278,0.4512771
41996,0.45104074
39604,0.4510301
43113,0.45037118
39693,0.45035207
30405,0.4500699
27338,0.4498525
37607,0.44964585
37669,0.4492293
31572,0.44917995
30883,0.4489334
30343,0.44830635
41792,0.44824168
39570,0.4477221
38456,0.44758895
30413,0.44727936
29582,0.44727936
30321,0.44727936
29948,0.44694516
31000,0.44628018
30963,0.44600108
30962,0.44502985
38778,0.44495532
31255,0.44469362
31122,0.44466364
34270,0.44466317
30243,0.44456768
34288,0.44419545
30894,0.4440962
29129,0.4438281
41708,0.44360045
39575,0.44280884
30920,0.44274798
43756,0.4414449
43020,0.4408116
30860,0.44021982
39391,0.44015932
29921,0.440079
30397,0.440079
30997,0.440079
39591,0.43990645
39603,0.4398102
37698,0.4393248
29814,0.4391844
40507,0.4384347
31134,0.43825325
39660,0.43805024
28981,0.43773106
32009,0.43658188
38587,0.43648654
29037,0.43603805
30346,0.43603805
43769,0.43597847
34201,0.4355732
39547,0.43534666
39013,0.43518728
40676,0.43490583
44483,0.43490583
43179,0.43470904
31355,0.43470904
38635,0.43391985
44127,0.43365523
30435,0.43358123
29204,0.43358123
28972,0.43358123
40523,0.43333673
29573,0.43330392
29295,0.43256158
30638,0.43256158
28959,0.43256158
29831,0.43228438
30215,0.43222976
29207,0.43222976
40121,0.43215606
29024,0.43195263
30344,0.43195263
33496,0.4317328
29709,0.4304001
29469,0.43023717
30270,0.43023717
29641,0.4301232
30324,0.4301232
39744,0.42991146
39448,0.42971617
36174,0.42956817
29250,0.42952108
29809,0.42952108
29329,0.4293822
29718,0.4293822
37168,0.42926812
30203,0.42924908
43806,0.42910358
35429,0.42906162
30563,0.429051
29396,0.429051
43583,0.4288024
29859,0.4287744
30466,0.4286532
42648,0.4286295
37574,0.42821953
42826,0.42817274
34332,0.42788476
29164,0.4271432
28978,0.4271432
29591,0.4271432
44082,0.42710897
42683,0.4270961
38625,0.4270833
35381,0.42707792
40402,0.42703712
39639,0.42659009
39539,0.42659009
39531,0.42657185
29338,0.42589265
30537,0.42556214
30840,0.42548385
37079,0.42542696
30057,0.42520753
30759,0.4250372
30691,0.4250372
29343,0.4250372
30795,0.4250372
34204,0.42494982
35609,0.4248734
30803,0.42352366
35899,0.4234675
35422,0.4234675
39280,0.42336854
39473,0.42330977
38707,0.42322546
44230,0.42258978
38976,0.42254642
31566,0.42232475
44922,0.4222967
38087,0.42191306
30680,0.42154062
29418,0.42149547
42308,0.42086303
33700,0.42084697
44271,0.42082962
34199,0.42049274
43612,0.42049274
29662,0.42042893
36691,0.4203146
35427,0.4203146
34303,0.4203146
44316,0.42029646
30336,0.42003325
30702,0.42002153
29925,0.42001203
29173,0.42001203
30640,0.42001203
30282,0.42001203
30790,0.41973975
29293,0.4196321
30599,0.41892123
43723,0.41890275
39396,0.4188288
43796,0.41844642
30445,0.41818538
43297,0.4179838
29607,0.4175818
38680,0.41730514
29803,0.41728762
29634,0.41727597
31238,0.41711125
34718,0.41704747
30800,0.41695893
30805,0.41695893
42638,0.4167896
34362,0.41673636
30791,0.41671678
34262,0.41654474
43639,0.41653743
44332,0.4164708
30447,0.41643688
35305,0.41642472
30301,0.414672
30908,0.41427654
29683,0.41387153
39737,0.41381052
42279,0.41351074
43743,0.41215456
42620,0.41193855
44100,0.41123772
29750,0.4110207
30663,0.4110207
42626,0.41083306
31343,0.4107506
40528,0.41070378
34339,0.41009557
29480,0.4100946
29745,0.40909028
42621,0.40906566
29775,0.4087712
30245,0.40876356
44754,0.408357
36810,0.40748474
43759,0.40741453
30508,0.40696195
34602,0.40634516
35817,0.40610507
42821,0.4058441
29349,0.40563405
29875,0.40563405
42635,0.4052249
38774,0.40492555
42132,0.40486467
31327,0.4043941
35348,0.4038042
43700,0.40358874
34302,0.40308955
42863,0.40206477
34966,0.40199947
24802,0.40160754
42780,0.40093726
29253,0.39996704
42761,0.39930442
43280,0.39907214
43361,0.39897504
36171,0.3985264
30379,0.3978845
43641,0.39768454
43761,0.39705914
30813,0.3969157
42754,0.39628795
41819,0.39591533
35794,0.39545202
38639,0.3950333
40759,0.39467555
44410,0.39467555
29426,0.3945851
42272,0.39452603
30032,0.3935947
42287,0.39358214
43264,0.39350772
42211,0.3930527
44184,0.39297903
37518,0.39278132
42641,0.39266193
44336,0.3918952
41520,0.39089724
42729,0.39013246
30207,0.38998437
29491,0.38998437
37083,0.38989848
42300,0.38910374
37364,0.38877296
31271,0.38868517
42110,0.38790634
44219,0.38786864
42254,0.38781506
38542,0.38763237
38021,0.38763237
39723,0.38703778
30876,0.38678515
40533,0.38655087
43762,0.38550255
34210,0.38485333
42207,0.3843701
31018,0.38330868
28967,0.3832248
29362,0.3832248
29382,0.3828588
41918,0.38244724
24071,0.3819725
30399,0.38176975
37559,0.3815981
44071,0.38149494
36632,0.38132006
36001,0.3799664
45163,0.37963796
45180,0.37963796
42267,0.37922442
40555,0.37917113
42290,0.3789418
29796,0.37879255
30254,0.37879255
29243,0.37879255
42655,0.37859842
44063,0.37831104
42273,0.37825274
24114,0.3776726
43272,0.37726235
42494,0.37699983
29145,0.374568
24082,0.3740229
38481,0.3738031
40085,0.37376872
42141,0.37306657
36202,0.3726516
42262,0.3721455
42121,0.3720583
44950,0.3719555
40107,0.37073457
40116,0.37073457
42137,0.3706617
36172,0.37045336
37095,0.37031305
24087,0.36958206
12657,0.36941293
29555,0.3678879
30211,0.36702806
44945,0.36542472
42097,0.36459014
39340,0.36443624
30707,0.3643489
44875,0.3636556
29891,0.36340505
43716,0.3614352
43904,0.36076477
42175,0.35987946
35459,0.3585332
40285,0.35773706
39945,0.35773504
36122,0.3567089
43678,0.3567089
42800,0.35664442
31094,0.35653985
42896,0.3562147
41706,0.35514852
24048,0.3549799
42133,0.35479814
24047,0.35451636
27883,0.35437799
27807,0.35437799
28716,0.35437799
28129,0.35423973
27924,0.35423973
31223,0.35393363
28629,0.35318154
28067,0.35304347
28481,0.35304347
28293,0.3525282
27887,0.3525282
42785,0.3525282
35463,0.35247454
42352,0.35211292
42362,0.35211292
29578,0.35199553
40002,0.3518513
27799,0.35139024
42099,0.3508222
40524,0.35071972
28084,0.3504582
42147,0.34975523
40449,0.34932187
43527,0.3492033
28364,0.34918082
28138,0.34918082
39944,0.34870732
39957,0.34857008
28717,0.34837198
45179,0.3481961
28655,0.34814116
28073,0.34814116
28582,0.34814116
27989,0.34814116
27979,0.34814116
28900,0.34814116
28038,0.34814116
39484,0.34790406
42318,0.3478004
41448,0.34779167
28660,0.34778616
28657,0.34778616
28650,0.34778616
43168,0.3476256
31191,0.3476256
40041,0.34753114
40559,0.34737605
40467,0.34641743
28309,0.3451011
28451,0.34502983
28734,0.34502983
40564,0.34487867
28159,0.34450516
28840,0.34450516
28766,0.34450516
14726,0.3441814
28060,0.34398678
28485,0.34398678
